idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,4,0,0,11.22,1,0,0,20
2,3,0,0,7.03,2,0,0,20
3,3,0,1,10.16,3,0,0,20
4,2,0,0,6.28,4,0,0,20
5,3,0,2,12.62,5,0,0,20
6,2,0,1,9.52,6,0,0,20
7,2,0,2,13.43,7,0,0,20
8,6,0,0,23.64,8,0,0,20
9,3,0,3,19.21,9,0,0,20
10,2,0,3,14.07,10,0,0,20
11,4,0,1,17.54,11,0,0,20
12,3,0,4,20.52,12,0,0,20
13,4,0,2,20.12,13,0,0,20
14,1,0,0,5.19,14,0,0,20
15,5,0,0,16.56,15,0,0,20
16,2,0,4,14.81,16,0,0,20
17,4,0,3,20.42,17,0,0,20
18,1,0,1,14.01,18,0,1.0,20
19,5,0,1,21.94,19,0,0,20
20,1,0,2,7.74,20,0,1.0,20
