idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,2,0,0,6.2,1,0,0,20
2,4,0,0,5.14,2,0,0,20
3,4,0,1,13.81,3,0,0,20
4,2,0,1,6.85,4,0,0,20
5,6,0,0,23.6,5,0,0,20
6,2,0,2,10.09,6,0,0,20
7,3,0,0,8.85,7,0,0,20
8,3,0,1,10.8,8,0,0,20
9,2,0,3,12.18,9,0,0,20
10,4,0,2,20.25,10,0,1.0,20
11,2,0,4,18.85,11,0,0,20
12,4,0,3,17.03,12,0,1.0,20
13,5,0,0,16.07,13,0,0,20
14,5,0,1,23.07,14,0,0,20
15,3,0,2,11.28,15,0,0,20
16,1,0,0,5.51,16,0,0,20
17,1,0,1,6.17,17,0,0,20
18,3,0,3,16.71,18,0,0,20
19,1,0,2,11.06,19,0,0,20
20,1,0,3,13.61,20,0,0,20
