idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,5,0,0,8.5,1,0,0,20
2,6,0,0,16.54,2,0,0,20
3,3,0,0,6.16,3,0,0,20
4,3,0,1,6.71,4,0,0,20
5,3,0,2,7.23,5,0,0,20
6,3,0,3,14.2,6,0,0,20
7,2,0,0,7.23,7,0,0,20
8,4,0,0,6.08,8,0,0,20
9,5,0,1,13.4,9,0,0,20
10,2,0,1,10.17,10,0,0,20
11,4,0,1,12.22,11,0,0,20
12,3,0,4,14.17,12,0,0,20
13,1,0,0,6.03,13,0,0,20
14,4,0,2,12.91,14,0,0,20
15,6,0,1,22.12,15,0,0,20
16,4,0,3,13.59,16,0,0,20
17,2,0,2,11.06,17,0,0,20
18,2,0,3,11.35,18,0,0,20
19,1,0,1,7.77,19,0,0,20
20,5,0,2,16.1,20,0,0,20
