idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,3,0,0,15.43,0,0,0,20
2,4,0,0,14.58,0,0,0,20
3,1,0,0,17.06,0,0,0,20
4,1,0,1,18.25,1,0,0,20
5,6,0,0,10.76,2,0,0,20
6,2,0,0,7.65,3,0,0,20
7,1,0,2,22.99,4,0,0,20
8,6,0,1,10.98,5,0,0,20
9,2,0,1,15.59,6,0,0,20
10,2,0,2,16.05,7,0,0,20
11,2,0,3,16.45,8,0,0,20
12,3,0,1,19.44,9,0,0,20
13,5,0,0,7.32,10,0,0,20
14,3,0,2,20.18,11,0,0,20
15,4,0,1,22.53,12,0,0,20
16,6,0,2,11.14,13,0,0,20
17,5,0,1,16.85,14,0,0,20
18,5,0,2,19.76,15,0,0,20
19,5,0,3,22.94,16,0,0,20
20,6,0,3,11.61,17,0,0,20
