idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,4,0,0,20.93,1,0,0,20
2,5,0,0,10.87,2,0,0,20
3,1,0,0,10.71,3,0,0,20
4,3,0,0,19.52,4,0,0,20
5,6,0,0,6.14,5,0,0,20
6,3,0,1,21.52,6,0,0,20
7,1,0,1,19.36,7,0,0,20
8,1,0,2,19.95,8,0,0,20
9,4,0,1,23.46,9,0,0,20
10,4,0,2,23.83,10,0,0,20
11,5,0,1,18.85,11,0,0,20
12,6,0,1,10.38,12,0,0,20
13,2,0,0,15.4,13,0,0,20
14,5,0,2,19.49,14,0,0,20
15,3,0,2,23.77,15,0,0,20
16,6,0,2,17.81,16,0,0,20
17,6,0,3,19.75,17,0,0,20
18,2,0,1,17.5,18,0,1.0,20
19,2,0,2,15.59,19,0,1.0,20
20,1,0,3,22.2,20,0,0,20
