idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,5,0,0,23.66,1,0,1.0,20
2,5,0,1,21.23,2,0,1.0,20
3,5,0,2,23.46,3,0,1.0,20
4,3,0,0,7.09,4,0,0,20
5,4,0,0,15.69,5,0,1.0,20
6,1,0,0,7.42,6,0,1.0,20
7,1,0,1,7.15,7,0,1.0,20
8,3,0,1,12.06,8,0,0,20
9,5,0,3,18.59,9,0,1.0,20
10,6,0,0,20.56,10,0,0,20
11,2,0,0,6.76,11,0,0,20
12,4,0,1,15.79,12,0,1.0,20
13,6,0,1,20.66,13,0,0,20
14,2,0,1,7.21,14,0,0,20
15,2,0,2,8.39,15,0,1.0,20
16,1,0,2,10.81,16,0,1.0,20
17,3,0,2,14.56,17,0,1.0,20
18,4,0,2,16.37,18,0,1.0,20
19,6,0,2,21.74,19,0,0,20
20,1,0,3,10.74,20,0,1.0,20
21,3,0,3,17.84,21,0,1.0,20
22,4,0,3,16.89,22,0,1.0,20
23,2,0,3,14.65,23,0,1.0,20
24,3,0,4,18.41,24,0,1.0,20
25,4,0,4,23.69,25,0,1.0,20
