idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,6,0,0,5.37,1,0,0,20
2,6,0,1,16.31,2,0,0,20
3,4,0,0,11.42,3,0,0,20
4,3,0,0,22.73,4,0,1.0,20
5,6,0,2,21.12,5,0,0,20
6,3,0,1,14.87,6,0,1.0,20
7,4,0,1,13.76,7,0,0,20
8,5,0,0,9.07,8,0,0,20
9,6,0,3,22.9,9,0,0,20
10,5,0,1,15.91,10,0,0,20
11,5,0,2,17.23,11,0,0,20
12,2,0,0,7.68,12,0,0,20
13,4,0,2,17.07,13,0,0,20
14,3,0,2,6.85,14,0,1.0,20
15,1,0,0,5.2,15,0,0,20
16,4,0,3,19.65,16,0,0,20
17,2,0,1,16.71,17,0,0,20
18,1,0,1,6.34,18,0,0,20
19,1,0,2,6.55,19,0,0,20
20,1,0,3,15.76,20,0,0,20
