idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,2,0,0,7.22,0,0,0,20
2,2,0,1,19.36,0,0,0,20
3,6,0,0,9.89,0,0,0,20
4,3,0,0,13.19,0,0,0,20
5,2,0,2,19.68,0,0,0,20
6,6,0,1,10.16,1,0,0,20
7,5,0,0,9.0,2,0,0,20
8,5,0,1,11.31,3,0,0,20
9,4,0,0,12.86,4,0,0,20
10,4,0,1,13.1,5,0,0,20
11,4,0,2,19.42,6,0,0,20
12,1,0,0,5.43,7,0,0,20
13,4,0,3,19.76,8,0,0,20
14,3,0,1,14.53,9,0,0,20
15,1,0,1,6.57,10,0,0,20
16,3,0,2,19.93,11,0,0,20
17,3,0,3,23.49,12,0,0,20
18,1,0,2,7.56,13,0,0,20
19,6,0,2,10.63,14,0,0,20
20,5,0,2,14.41,15,0,0,20
